movie_id,title,genres,original_language,overview,production_companies,release_date,runtime,vote_average,vote_count,credits,keywords,poster_path
104,Bullet Train,Action-Comedy-Thriller,en,Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate however may have other plans as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globeâ€”all with connected yet conflicting objectivesâ€”on the world's fastest train.,87North Productions-Columbia Pictures,03-07-2022,126,7.495,3601,Brad Pitt-Joey King-Aaron Taylor-Johnson-Brian Tyree Henry-Andrew Koji-Hiroyuki Sanada-Michael Shannon-Bad Bunny-Sandra Bullock-Zazie Beetz-Logan Lerman-Masi Oka-Karen Fukuhara-Kevin Akiyoshi Ching-Minchi Murakami-Kaori Taketani-Toshitaka Katsumi-Jim Garrity-Emelina Adams-Jenson Cheng-Nobuaki Shimamoto-Yoshi Sudarso-Johanna Watts-Ian Martinez-Tania Verafield-Pancho Cardena-Julio Gabay-Andrea MuÃ±oz-Nancy Daly-Arnold Chun-Naomi Matsuda-Benmio McCrea-Pasha D. Lychnikoff-Joshua Johnson-Payne-Miles Marz-Michelle Lee-Parker Lin-Garland Scott-Jason Matthew Smith-Zooey Miyoshi-Kamil Aydin-David Leitch-Channing Tatum-Ryan Reynolds-M.G. Gong-Alonso Saravia-Ricky Su-Marco M Torres-Ebaa AbuAmmar-Chris Aemond-Naomi Amante-Ayne Aoun-Gina Aponte-Ray Buffer-Justin Cabanting-Anna Carina-Kate Chen-Josh Cruze-Louis Delavenne-Mike Ferguson-Reut Fish-Rolando Gonzalez-Brandon Halvorsen-Masashi Ishizuka-Reyna Kajino-Shota Kakibata-Alice Ko-David Kuahiwinui-Waymond Lee-Leon Masuda-Ego Mikitas-Shoko Rice-RiRia-Lyonne Sakamoto-Ezra Samson-Jose J. Santana-Sakura Sugihara-Kim Taratko-Charlotte Xia-Harrison Xu,japan-assassin-based on novel or book-mission-train-luck-deadly snake-duringcreditsstinger-one location-shot on film,https://image.tmdb.org/t/p/w500/tVxDe01Zy3kZqaZRNiXFGDICdZk.jpg
105,There's Something Wrong with the Children,Horror-Mystery-Thriller,en,Margaret and Ben take a weekend trip with longtime friends Ellie and Thomas and their two young children. Eventually Ben begins to suspect something supernatural is occurring when the kids behave strangely after disappearing into the woods overnight.,Epix-Blumhouse Television,17-01-2023,92,6,81,Zach Gilford-Alisha Wainwright-Amanda Crew-Carlos Santos-Briella Guiza-David Mattle,-,https://image.tmdb.org/t/p/w500/e49Sr3Lxfk2psYhv1SzQjs7MeGo.jpg
106,Sonic the Hedgehog 2,Action-Adventure-Family-Comedy,en,After settling in Green Hills Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns this time with a new partner Knuckles in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick Tails and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.,Original Film-Blur Studio-Marza Animation Planet-Paramount-SEGA,08-04-2022,122,7.599,3716,James Marsden-Ben Schwartz-Tika Sumpter-Natasha Rothwell-Adam Pally-Shemar Moore-Colleen O'Shaughnessey-Lee Majdoub-Idris Elba-Jim Carrey-Melody Nosipho Niemann-Tom Butler-Brad Kalilimoku-Krista Alvarez-Donna Jay Fulks-Scott Patey-Leif Havdale-Johnson Phan-Colby Chartrand-Kevin Fortin-Jeff Sanca-Sook Hexamer-Maria Ameerali-Kyle Riefsnyder-Parker Rowell-Laferriere-Tammy Nera-Gerald Paetz-Corry Glass-David Jacox-Mike Mitchell-Heath Stevenson-Doug Chapman-Rhys Williams-Nilo Ghajar-Don Lew-Elizabeth Bowen-Vladimir Ruzich-Shay Kuebler-Keiran Bohay-Kevin Mylrea-Jared Khalifa-Aiden Cass-Andrew Kyrzyk-Stanislav Galimkhanov-Shaun Magee-Alex Bogomolov-Shawn Stewart-Barry Nerling-Simon Chin-Vladimir Raiman-Yvetta Fisher-Adrian Hein-Jess Lundgren-Steve Chang-Ted Barba-Brennan Dyson-Saida Dyson-Katie Wright Pere-Ha'a Keaulana-Quinn Early-Cheryl Lewis-Angela Meryl-Ashlei Tave-Mariah Dyson-Tavita Woodard-Ernie Jackson-Rob 'Sluggo' Boyce-Robert Zen Humpage-Fraser Corbett-Marcus Aurelio-Jason Triplett-Eli Olson-Mike Rufino-Nito Larioza-Chad Keaulana-Sarah Surh-Paul Lazenby,sequel-based on video game-duringcreditsstinger-hedgehog-live action and animation,https://image.tmdb.org/t/p/w500/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg
107,Unlocked,Thriller-Mystery,ko,A womanâ€™s life is turned upside-down when a dangerous man gets a hold of her lost cell phone and uses it to track her every move.,Studio N-Mizi Film-CJ ENM,17-02-2023,117,7.531,112,Chun Woo-hee-Yim Si-wan-Kim Hee-won-Park Ho-san-Kim Ye-won-Jeon Jin-oh-Oh Hyun-kyung-Ryu Sung-hyun-Jeon Ik-ryoung-Kim Joo-ryoung-Lee Jeong-eun-Kim Sun-hwa-Kim Min-ju-Lee Yong-nyeo-Kil Hae-yeon-Choi Chan-ho-Baek Do-kyeom-Park So-eul,based on novel or book-stalker-remake-serial killer-hacking-cell phone-phone-smart phone-father daughter relationship-lost-phone hacking,https://image.tmdb.org/t/p/w500/oGHr8yUOXtVK0mGoZURZqqbwXXj.jpg
108,Avatar,Action-Adventure-Fantasy-Science Fiction,en,In the 22nd century a paraplegic Marine is dispatched to the moon Pandora on a unique mission but becomes torn between following orders and protecting an alien civilization.,Dune Entertainment-Lightstorm Entertainment-20th Century Fox-Ingenious Media,15-12-2009,162,7.569,28943,Sam Worthington-Zoe SaldaÃ±a-Stephen Lang-Michelle Rodriguez-Sigourney Weaver-Giovanni Ribisi-Joel David Moore-CCH Pounder-Wes Studi-Laz Alonso-Dileep Rao-Matt Gerald-Sean Anthony Moran-Jason Whyte-Scott Lawrence-Kelly Kilgour-James Patrick Pitt-Sean Patrick Murphy-Peter Dillon-Kevin Dorman-Kelson Henderson-David Van Horn-Jacob Tomuri-Michael Blain-Rozgay-Jon Curry-Julene Renee-Luke Hawker-Woody Schultz-Peter Mensah-Sonia Yee-Jahnel Curfman-Ilram Choi-Kyla Warren-Alicia Vela-Bailey-Kyle Dryberg-Larry Rew-Dina Morrone-Rodney Cook,culture clash-future-space war-space colony-society-space travel-futuristic-romance-space-alien-tribe-alien planet-marine-soldier-battle-love affair-nature-anti war-power relations-mind and soul,https://image.tmdb.org/t/p/w500/jRXYjXNq0Cs2TcJjLkki24MLp7u.jpg
109,Disenchanted,Comedy-Family-Fantasy,en,Disillusioned with life in the city feeling out of place in suburbia and frustrated that her happily ever after hasnâ€™t been so easy to find Giselle turns to the magic of Andalasia for help. Accidentally transforming the entire town into a real-life fairy tale and placing her familyâ€™s future happiness in jeopardy she must race against time to reverse the spell and determine what happily ever after truly means to her and her family.,Walt Disney Pictures-Josephson Entertainment-Right Coast,18-11-2022,120,7,778,Amy Adams-Patrick Dempsey-Maya Rudolph-Gabriella Baldacchino-James Marsden-Idina Menzel-Yvette Nicole Brown-Jayma Mays-Kolton Stewart-Oscar Nunez-Alan Tudyk-Griffin Newman-Brooke Josephson-Eimear Morrissey-James Monroe Iglehart-Michael McCorry Rose-Ann Harada-Helen Norton-Sean Duggan-Brigid Leahy-Rachel Covey-Emmanuel Okoye-Hayley Keogh-Alix Bailey-Darren Le Gallo-Fiona Browne-Darlene Garr-Aidan McCann-Ingrid Werner-Edward Harrison-Claude Starling-Brian Law-Jessica Lee-Rendah Beshoori-Matt Servitto-Anthony R. Mottola-Adam Shankman-Kc Monnie,magic-fairy tale-musical-wish-princess-sequel-streaming,https://image.tmdb.org/t/p/w500/uyNLq2Dc3s4IOdcYTU8ZtM2lTjb.jpg
110,Demon Slayer: Kimetsu no Yaiba the Hashira Meeting Arc,Animation-Fantasy,ja,Tanjiro and his sister Nezuko have been apprehended by the Demon Slayer Hashira a group of extremely skilled swordfighters. Tanjiro undergoes trial for violating the Demon Slayer code specifically smuggling Nezuko a Demon onto Mt. Natagumo. A recap film of Kimetsu no Yaiba covering episodes 22-26 with some new footage and special ending credits.,-,15-04-2021,106,8.5,43,Natsuki Hanae-Akari Kito-Hiro Shimono-Yoshitsugu Matsuoka-Reina Ueda-Yuri Ehara-Saori Hayami-Takahiro Sakurai-Satoshi Hino-Katsuyuki Konishi-Kana Hanazawa-Kengo Kawanishi-Tomokazu Sugita-Kenichi Suzumura-Tomokazu Seki,edited from tv series-anime,https://image.tmdb.org/t/p/w500/j1FpReEQXp8JsgNQZcfGvzeXNoI.jpg
111,Savage Salvation,Action-Mystery-Thriller-Crime,en,Newly engaged Shelby John and Ruby Red want a fresh start after their struggles with addiction but when Shelby discovers his beloved Ruby dead on their porch he embarks on a vengeful killing spree of the dealers who supplied her. Armed with nothing but adrenaline and a nail gun Shelby begins to unleash chaos on the townâ€™s criminal underbelly as he huntâ€™s down crime lord Coyote. Sheriff Church must race against the clock to put an end to Shelby's vigilante justice before the entire town descends into a bloodbath.,River Bay Films-Ingenious Media-Lucky 13 Productions-The Avenue Entertainment-Convergence Entertainment-Diamond Film Productions-Highland Film Group-Pimienta-BondIt-SSS Entertainment-Verdi Productions-VVS Films,02-12-2022,101,6.585,112,Jack Huston-Robert De Niro-John Malkovich-Willa Fitzgerald-Quavo-Meadow Williams-Swen Temmel-Noel Gugliemi-Jonny Orsini-Dale Dickey-Winter Ave Zoli-Lindsay Pulsipher-Tyler Jon Olson-Katalina Viteri-Tierney Smith-Clay Wilcox,revenge-recovering addict-police pursuit-opioid use disorder,https://image.tmdb.org/t/p/w500/fJRt3mmZEvf8gQzoNLzjPtWpc9o.jpg
112,Chasing Love Time Machine,Drama-Romance,zh,Young student finds a time machine and ventures to the past to win a girl before she meets her husband,-,04-04-2018,63,0,0,Pan Chunchun,-,https://image.tmdb.org/t/p/w500/eogWnCOhRVl9qxEjH8VLycfJGOb.jpg
113,Abandoned,Horror-Mystery-Thriller,en,After a young couple moves into a remote farmhouse with their infant son the woman's struggles with postpartum psychosis begin to intensify... as the house reveals secrets of its own.,Vertical Entertainment,17-06-2022,102,6.4,199,Emma Roberts-John Gallagher Jr.-Michael Shannon-Kate Arrington-Marie May-Addy Miller-Paul Dillon-Justin Matthew Smith-Paul Schneider-Christian Michael Pates-Paxton Pope-Graham Dean-Carter Matthews,-,https://image.tmdb.org/t/p/w500/cO9ywQ2AMHM9EoBJsJGH1Gl9U5L.jpg
114,Suzume,Animation-Drama-Adventure-Fantasy,ja,Suzume 17 lost her mother as a little girl. On her way to school she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan and so Suzume embarks on a journey to set things right.,CoMix Wave Films-Story-Lawson Entertainment-East Japan Marketing & Communications-voque ting-KADOKAWA-Aniplex-TOHO,11-11-2022,123,7.977,221,Nanoka Hara-Hokuto Matsumura-Eri Fukatsu-Shota Sometani-Sairi Ito-Kotone Hanase-Kana Hanazawa-Matsumoto HakuÅ II-Ryunosuke Kamiki-Ann Yamane-Akari Miura-Aimi,door-natural disaster-teenage girl-supernatural creature-anime,https://image.tmdb.org/t/p/w500/vIeu8WysZrTSFb2uhPViKjX9EcC.jpg
115,Encanto,Animation-Comedy-Family-Fantasy,en,The tale of an extraordinary family the Madrigals who live hidden in the mountains of Colombia in a magical house in a vibrant town in a wondrous charmed place called an Encanto. The magic of the Encanto has blessed every child in the familyâ€”every child except one Mirabel. But when she discovers that the magic surrounding the Encanto is in danger Mirabel decides that she the only ordinary Madrigal might just be her exceptional family's last hope.,Walt Disney Pictures-Walt Disney Animation Studios,13-10-2021,102,7.654,7969,Stephanie Beatriz-MarÃ­a Cecilia Botero-John Leguizamo-Mauro Castillo-Jessica Darrow-Angie Cepeda-Carolina GaitÃ¡n-Diane Guerrero-Wilmer Valderrama-Rhenzy Feliz-Ravi Cabot-Conyers-Adassa-Maluma-Rose Portillo-Juan Castano-Sarah-Nicole Robles-Hector Elias-Alan Tudyk-Olga Merediz,sadness-immigration-magic-strong woman-beauty-musical-big family-forest-supernatural-family secrets-flamenco-family relationships-teenage girl-female protagonist-joy of life-family conflict-helping children-matriarch-colombia,https://image.tmdb.org/t/p/w500/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg
116,One Punch Man: Road to Hero,Action-Animation,ja,Defeating numerous villains in the abandoned area in Z-City but still having problems with rent money (and continued harassment from the landlady who says he's 3 months overdue) Saitama speaks with a shop owner who is being forced by a local gang to surrender his store's deed. Several other shops have gone out of business and his store is the last one; a conversation between the gang boss and one of his stooges reveal that the boss has had an impulse to buy out all the stores in the area to destroy them.,Madhouse,04-12-2015,30,8.025,141,Makoto Furukawa-Kaito Ishikawa-Yuichi Nakamura-Yuki Kaji,-,https://image.tmdb.org/t/p/w500/bMNkufYM0kaDRJ0OVSHF91Ftdyr.jpg
117,The Lair,Horror-Action,en,Royal Air Force pilot Lt. Kate Sinclair is on her final flight mission when her jet is shot down over one of the most dangerous rebel strongholds in Afghanistan. She finds refuge in an abandoned underground bunker where deadly man-made creatures known as Ravagers â€” half-human half-alien and hungry for human flesh â€” are awakened.,Highland Film Group-Rather Good Films-Ingenious Media-Scarlet Productions-Ashland Hill Media Finance,28-10-2022,93,5.9,91,Charlotte Kirk-Jonathan Howard-Jamie Bamber-Mark Strepan-Hadi Khanjanpour-Leon Ockenden-Cesare Taurasi-Adam Bond-Neil Marshall-Troy Alexander-Kibong Tanji-Mark Arends-Alex Morgan-Mohsen Hassan Nejad-Musa Ibrahimov-Angela Scudder Kirk-Daniel-Konrad Cooper-Luke Bryant,bunker-afghanistan-afghanistan war (2001- )-murder-creature-desert-alien dna-medical experiment-russian-war,https://image.tmdb.org/t/p/w500/ifRFLx83Xk1DcwAS3OScgI6HmWO.jpg
118,Retirement Home,Comedy,fr,A story of friendship between a young convict who is forced to work in a retirement home and a group of crazy old people. Together they organize their escape.,TF1 Films Production-UGC Distribution-TMC-OCS-TF1-SofiTVCinÃ©-The Man-My Family,16-02-2022,97,6.2,123,Kev Adams-GÃ©rard Depardieu-Antoine DulÃ©ry-MylÃ¨ne Demongeot-Marthe Villalonga-Liliane RovÃ¨re-Daniel PrÃ©vost-Firmine Richard-Jean-Luc Bideau-Marianne Garcia-Jarry-Lou Gala-Manda TourÃ©-Omar Mebrouk-Oussama Kheddam-Nathalie Boyer-Rayan Rabia-MikaÃ«l Hippolyte-RaphaÃ«l Adda-Alessandra Sublet-Stanislas Wawrinka-Ludovic Berthillot-Marie-Pierre Casey-Frank Bellocq,retirement home-old people,https://image.tmdb.org/t/p/w500/lLrCA0MaLFZS518fkaeMUavJOGG.jpg
119,Hacksaw Ridge,Drama-History-War,en,WWII American Army Medic Desmond T. Doss who served during the Battle of Okinawa refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.,Permut Presentations-Summit Entertainment-Lionsgate-IM Global-Screen Australia-Pandemonium-Cross Creek Pictures-Screen NSW-Demarest Films-Vendian Entertainment,07-10-2016,139,8.189,11951,Andrew Garfield-Sam Worthington-Vince Vaughn-Teresa Palmer-Luke Bracey-Hugo Weaving-Ryan Corr-Rachel Griffiths-Richard Roxburgh-Luke Pegler-Firass Dirani-Goran D. Kleut-Nathaniel Buzolic-Ori Pfeffer-Matt Nable-Jacob Warner-Richard Pyros-Ben Mingay-Harry Greenwood-Damien Thomlinson-Robert Morgan-Milo Gibson-John Batziolas-Mikael Koski-Charles Jacobs-Ben O'Toole-James Lugton-Tim McGarry-Tyler Coppin-Dennis Kreusler-Nico Cortez-Helmut Bakaitis-Bill Young-Benedict Hardie-Philip Quast-James Mackay-Sam Parsonson-Sean Lynch-Hayden Geens-Tim Potter-Santo Tripodi-Laurence Brewer-Nobuaki Shimamoto-Hiroshi Kasuga-Yuki Nagashima-Taki Abe-Taka Uematsu-Yoji Tatsuta-Thomas Unger-John Cannon-Georgia Adamson-James O'Connell-Jim Robison-Milan Pulvermacher-Yasushi Asaya-Ekbal Kabir Siam,japan-world war ii-violent father-pacifism-bible-biography-okinawa-conscientious objector-based on true story-gore-religion-soldier-alcoholic-war hero-medic-us military-battle of okinawa-congressional medal of honor,https://image.tmdb.org/t/p/w500/jhWbYeUNOA5zAb6ufK6pXQFXqTX.jpg
120,Your Place or Mine,Romance-Comedy,en,When best friends and total opposites Debbie and Peter swap homes for a week they get a peek into each other's lives that could open the door to love.,Hello Sunshine-Aggregate Films-Lean Machine,10-02-2023,109,6.4,396,Reese Witherspoon-Ashton Kutcher-Jesse Williams-ZoÃ« Chao-Steve Zahn-Tig Notaro-Wesley Kimmel-Griffin Matthews-Rachel Bloom-Shiri Appleby-Vella Lovell-Mystic Inscho-Lavinia Postolache-Duncan Calladine-Ted Griffin-Jasmine Richard-Brooks-Gloria Calderon Kellett-Tom Yi-Julia Westcott-Hutton-Ianthe Marini-Anna Benuzzi-Kelly Lester-Mark Roman-Ken Heang-Christopher V. Nelson-Tanner Swagger-Carl Salonen-Britney Young,romantic comedy-big city-friends in love-house swapping-best friends-in love with best friend,https://image.tmdb.org/t/p/w500/ApkSeqfIPRCxOtfjXYYE6Ji7jVU.jpg
121,Project Gemini,Science Fiction-Horror,en,After depleting Earth's resources for centuries humankind's survival requires an exodus to outer space. An international expedition is quickly formed to find a suitable new planet but when plans go awry the crew is suddenly stranded without power on a strange planet where something unimaginable lies in wait.,KD Studios,06-01-2022,99,5.7,270,Egor Koreshkov-Alena Konstantinova-Konstantin Samoukov-Pyotr Romanov-Nikita Dyuvbanov-Liza Martines-Viktor Potapeshkin-Dmitry Frid-Katerina Shpitsa-Nikita Volkov-Alexander Kuznetsov-Mikhail Bashkatov-Ekaterina Kabak-Sergey Kempo-Nikolay Serdtsev-Karina Ivanova-Sabina Akhmedova,alien planet-alien creature-science fiction,https://image.tmdb.org/t/p/w500/eX6tDFp4RhhjZaa1HUDUzFGPWYk.jpg
122,Minions: The Rise of Gru,Animation-Comedy-Family,en,A fanboy of a supervillain supergroup known as the Vicious 6 Gru hatches a plan to become evil enough to join them with the backup of his followers the Minions.,Universal Pictures-Illumination,29-06-2022,87,7.465,2647,Pierre Coffin-Steve Carell-Russell Brand-Alan Arkin-Taraji P. Henson-Jean-Claude Van Damme-Lucy Lawless-Dolph Lundgren-Danny Trejo-Michelle Yeoh-Julie Andrews-RZA-Will Arnett-Steve Coogan-Jimmy O. Yang-Kevin Michael Richardson-John DiMaggio-Michael Beattie-Colette Whitaker-Raymond S. Persi-Kyle Balda-Debra Wilson-Bob Bergen-Beau Billingslea-David Chen-Will Collyer-Nisa Ward-Nora Wyman-Regina Taufen-Fred Tatasciore-Mindy Sterling-James Sie-Cathy Cavadini-Nev Scharrel-Carla Rempp-David J. Randolph-Alex Puccinelli-Benjamin Plessala-Levi Nunez-Amari McCoy-Dawnn Lewis-Sam Lavagnino-Evan Kishiyama-JP Karliak-Barbara Harris-Aaron Hendry-Ramone Hamilton-Isa Hall-Jake Green-Kellen Goff-Scarlett Estevez-Debi Derryberry-Antonio Raul Corbo-Meilee Condron,1970s-duringcreditsstinger-minions-gentleminions,https://image.tmdb.org/t/p/w500/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg
